"id","title","price","permalink","brand","line","model","processor","storage","memory","condition"
"MLA1414137615","Celular Galaxy S23 256gb Green Color Verde Oscuro",1267190,"https://articulo.mercadolibre.com.ar/MLA-1414137615-celular-galaxy-s23-256gb-green-color-verde-oscuro-_JM","Samsung","Galaxy","S23","Snapdragon 8 Gen 2","256 GB","8 GB","new"
"MLA1329094555","Samsung Galaxy S23 Ultra 5g 256 Gb  Phantom Black 12 Gb Ram",1999999,"https://articulo.mercadolibre.com.ar/MLA-1329094555-samsung-galaxy-s23-ultra-5g-256-gb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy S","S23 Ultra","Snapdragon 8 Gen 2","256 GB","12 GB","new"
"MLA1644403272","Celular Samsung Galaxy Z Fold 4 512gb 12gb Ram 120hz Verde",1299999,"https://articulo.mercadolibre.com.ar/MLA-1644403272-celular-samsung-galaxy-z-fold-4-512gb-12gb-ram-120hz-verde-_JM","Samsung","Plegable","Galaxy Z Fold 4","Qualcomm Snapdragon 8+ Gen 1 (4 nm)","512 GB","12 GB","new"
"MLA1406359401","Samsung Galaxy A25 5g Dual Sim 256 Gb  Azul Oscuro 8 Gb Ram",423365,"https://articulo.mercadolibre.com.ar/MLA-1406359401-samsung-galaxy-a25-5g-dual-sim-256-gb-azul-oscuro-8-gb-ram-_JM","Samsung","Galaxy A","A25 5G Dual SIM","Exynos 1280","256 GB","8 GB","new"
"MLA1383759230","Samsung Galaxy A54 5g 256 Gb  Awesome Graphite 8 Gb Ram",939999,"https://articulo.mercadolibre.com.ar/MLA-1383759230-samsung-galaxy-a54-5g-256-gb-awesome-graphite-8-gb-ram-_JM","Samsung","Galaxy A","A54 5G","Exynos 1380","256 GB","8 GB","new"
"MLA1429295446","Samsung Galaxy A54 5g 5g 128 Gb  Awesome Graphite 8 Gb Ram",779999,"https://articulo.mercadolibre.com.ar/MLA-1429295446-samsung-galaxy-a54-5g-5g-128-gb-awesome-graphite-8-gb-ram-_JM","Samsung","Galaxy A","A54 5G","None","128 GB","8 GB","new"
"MLA1400434399","Samsung Galaxy S23 Fe 128gb 8gb Ram Negro",1164999,"https://articulo.mercadolibre.com.ar/MLA-1400434399-samsung-galaxy-s23-fe-128gb-8gb-ram-negro-_JM","Samsung","Galaxy S","S23 FE","Exynos 2200","128 GB","8 GB","new"
"MLA1231797178","Celular Samsung Galaxy Z Flip 4 5g 256gb 8gb Ram Color Graphite",749999,"https://articulo.mercadolibre.com.ar/MLA-1231797178-celular-samsung-galaxy-z-flip-4-5g-256gb-8gb-ram-color-graphite-_JM","Samsung","Galaxy Z","Z Flip4 5G","Snapdragon 8+ Gen 1","256 GB","8 GB","new"
"MLA1422141033","Samsung Galaxy S23 Ultra 512gb 12 Gb Ram Green",1978999,"https://articulo.mercadolibre.com.ar/MLA-1422141033-samsung-galaxy-s23-ultra-512gb-12-gb-ram-green-_JM","Samsung","Galaxy","S23 Ultra","Snapdragon 8 Gen 2","512 GB","12 GB","new"
"MLA1721588474","Samsung Galaxy A54 5g Dual Sim 256 Gb Blanco 8 Gb Ram",940499.05,"https://articulo.mercadolibre.com.ar/MLA-1721588474-samsung-galaxy-a54-5g-dual-sim-256-gb-blanco-8-gb-ram-_JM","Samsung","Galaxy A","A54 5G Dual SIM","Exynos 1380","256 GB","8 GB","new"
"MLA1555098722","Samsung Galaxy S23 Fe 256gb 8gb Ram Crema ",1249999,"https://articulo.mercadolibre.com.ar/MLA-1555098722-samsung-galaxy-s23-fe-256gb-8gb-ram-crema-_JM","Samsung","Galaxy S","S23 FE","Exynos 2200","256 GB","8 GB","new"
"MLA1727283784","Samsung Galaxy A15 5g 5g Dual Sim 256 Gb  Azul Oscuro 8 Gb Ram",445999,"https://articulo.mercadolibre.com.ar/MLA-1727283784-samsung-galaxy-a15-5g-5g-dual-sim-256-gb-azul-oscuro-8-gb-ram-_JM","Samsung","Galaxy A","A15 5G","MediaTek Dimensity 6100+","256 GB","8 GB","new"
"MLA1417563861","Samsung Galaxy S22 8gb + 128gb Verde",1210999,"https://articulo.mercadolibre.com.ar/MLA-1417563861-samsung-galaxy-s22-8gb-128gb-verde-_JM","Samsung","Galaxy S","S22 Dual SIM (Snapdragon)","Snapdragon 8 Gen 1","128 GB","8 GB","new"
"MLA1382612245","Samsung Galaxy Z Fold5 512gb Black",3649999,"https://articulo.mercadolibre.com.ar/MLA-1382612245-samsung-galaxy-z-fold5-512gb-black-_JM","Samsung","Galaxy Z","Z Fold5","None","512 GB","12 GB","new"
"MLA1416899515","Samsung Galaxy S10 128 Gb Prism Black Liberado",319599,"https://articulo.mercadolibre.com.ar/MLA-1416899515-samsung-galaxy-s10-128-gb-prism-black-liberado-_JM","Samsung","Galaxy S","S10","None","128 GB","8 GB","new"
"MLA1313391441","Samsung Galaxy S22 (exynos) 5g 128 Gb  Green 8 Gb Ram",873590,"https://articulo.mercadolibre.com.ar/MLA-1313391441-samsung-galaxy-s22-exynos-5g-128-gb-green-8-gb-ram-_JM","Samsung","Galaxy S","S22 (Exynos)","Exynos 2200","128 GB","8 GB","new"
"MLA1420797641","Samsung Galaxy A54 5g Dual Sim 128 Gb  Awesome Lime 8 Gb Ram",564649,"https://articulo.mercadolibre.com.ar/MLA-1420797641-samsung-galaxy-a54-5g-dual-sim-128-gb-awesome-lime-8-gb-ram-_JM","Samsung","Galaxy A","A54 5G Dual SIM","Exynos 1380","128 GB","8 GB","new"
"MLA1411220617","Samsung Galaxy S22 Ultra 5g (snapdragon) 5g 512 Gb  Phantom Black 12 Gb Ram",1849999,"https://articulo.mercadolibre.com.ar/MLA-1411220617-samsung-galaxy-s22-ultra-5g-snapdragon-5g-512-gb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy S","S22 Ultra 5G (Snapdragon)","Snapdragon 8 Gen 1","512 GB","12 GB","new"
"MLA1617177538","Samsung Galaxy S21 Ultra 5g 256 Gb Phantom Black 12 Gb Ram",957199,"https://articulo.mercadolibre.com.ar/MLA-1617177538-samsung-galaxy-s21-ultra-5g-256-gb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy S","S21 Ultra 5G","Exynos 2100","256 GB","12 GB","new"
"MLA1127638708","Samsung Galaxy S22+ 8gb 256gb Phantom Black",1149999,"https://articulo.mercadolibre.com.ar/MLA-1127638708-samsung-galaxy-s22-8gb-256gb-phantom-black-_JM","Samsung","Galaxy S","S22+ Dual SIM (Snapdragon)","Snapdragon 8 Gen 1","256 GB","8 GB","new"
"MLA1400692449","Samsung Galaxy Z Flip 4 Azul Dual Sim Liberado",717999,"https://articulo.mercadolibre.com.ar/MLA-1400692449-samsung-galaxy-z-flip-4-azul-dual-sim-liberado-_JM","Samsung","Galaxy","Z FLIP 4","None","256 GB","8 GB","new"
"MLA1710561766","Samsung Galaxy A25 5g 5g 256 Gb  Azul Oscuro 8 Gb Ram",569780,"https://articulo.mercadolibre.com.ar/MLA-1710561766-samsung-galaxy-a25-5g-5g-256-gb-azul-oscuro-8-gb-ram-_JM","Samsung","Galaxy A","A25 5G","Exynos 1280","256 GB","8 GB","new"
"MLA1742330356","Samsung Galaxy Galaxy A55 5g 5g Dual Sim 256 Gb  Amarillo 8 Gb Ram",756000,"https://articulo.mercadolibre.com.ar/MLA-1742330356-samsung-galaxy-galaxy-a55-5g-5g-dual-sim-256-gb-amarillo-8-gb-ram-_JM","Samsung","Galaxy A","Galaxy A55 5G","Exynos 1480","256 GB","8 GB","new"
"MLA1365579241","Samsung Galaxy Note20 256 Gb  Gris 8 Gb Ram",566299,"https://articulo.mercadolibre.com.ar/MLA-1365579241-samsung-galaxy-note20-256-gb-gris-8-gb-ram-_JM","Samsung","Galaxy Note","Note20","Exynos 990","256 GB","8 GB","new"
"MLA1414765739","Samsung Galaxy | A54 5g 256 Gb 8 Gb Ram | Blanco",749999,"https://articulo.mercadolibre.com.ar/MLA-1414765739-samsung-galaxy-a54-5g-256-gb-8-gb-ram-blanco-_JM","Samsung","A","A54","None","256 GB","8 GB","new"
"MLA1391443861","Samsung Galaxy Z Flip5 8gb + 256gb Cream",1950000,"https://articulo.mercadolibre.com.ar/MLA-1391443861-samsung-galaxy-z-flip5-8gb-256gb-cream-_JM","Samsung","None","Z Flip5","None","256 GB","8 GB","new"
"MLA1600755080","Samsung Galaxy S20 128 Gb Gray 8 Gb Ram Liberado",532799,"https://articulo.mercadolibre.com.ar/MLA-1600755080-samsung-galaxy-s20-128-gb-gray-8-gb-ram-liberado-_JM","Samsung","Galaxy S","S20","Exynos 990","128 GB","8 GB","new"
"MLA1143956863","Samsung Galaxy Z Flip3 5g 128 Gb  Phantom Black 8 Gb Ram",999990,"https://articulo.mercadolibre.com.ar/MLA-1143956863-samsung-galaxy-z-flip3-5g-128-gb-phantom-black-8-gb-ram-_JM","Samsung","Galaxy Z","Z Flip3 5G","Snapdragon 888","128 GB","8 GB","new"
"MLA1367680461","Samsung Galaxy S21 Plus 128gb  Negro 8 Gb Ram",659999,"https://articulo.mercadolibre.com.ar/MLA-1367680461-samsung-galaxy-s21-plus-128gb-negro-8-gb-ram-_JM","Samsung","Galaxy S","S21+ 5G","None","128 GB","8 GB","new"
"MLA1645465254","Samsung Galaxy S23 Plus 512gb Color Phantom Black",2555900,"https://articulo.mercadolibre.com.ar/MLA-1645465254-samsung-galaxy-s23-plus-512gb-color-phantom-black-_JM","Samsung","Galaxy","S23 Plus","Snapdragon 8 Gen 2","512 GB","8 GB","new"
"MLA1404298631","Samsung Galaxy S23 Ultra Dual Sim 1 Tb  Phantom Black 12 Gb Ram",2929999,"https://articulo.mercadolibre.com.ar/MLA-1404298631-samsung-galaxy-s23-ultra-dual-sim-1-tb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy","S23 Ultra","Snapdragon 8 Gen 2","1 TB","12 GB","new"
"MLA1399459547","Samsung Galaxy S20 Ultra 128 Gb Gray 12 Gb Ram Liberado",638399,"https://articulo.mercadolibre.com.ar/MLA-1399459547-samsung-galaxy-s20-ultra-128-gb-gray-12-gb-ram-liberado-_JM","Samsung","Galaxy S","S20 Ultra","Exynos 990","128 GB","12 GB","new"
"MLA1402920903","Samsung Galaxy Z Fold4 5g 256 Gb  Phantom Black 12 Gb Ram",1199999,"https://articulo.mercadolibre.com.ar/MLA-1402920903-samsung-galaxy-z-fold4-5g-256-gb-phantom-black-12-gb-ram-_JM","Samsung","Galaxy Z","Z Fold4","Snapdragon 8+ Gen 1","256 GB","12 GB","new"
"MLA1658570192"," Samsung Galaxy Galaxy A25 5g 256 Gb 8 Gb Ram Blue",449000,"https://articulo.mercadolibre.com.ar/MLA-1658570192-samsung-galaxy-galaxy-a25-5g-256-gb-8-gb-ram-blue-_JM","Samsung","Galaxy A","A25 Dual SIM","None","256 GB","8 GB","new"
"MLA1376172807","Samsung Galaxy S20+ Dual Sim 128 Gb  Cloud Blue 8 Gb Ram",1099990,"https://articulo.mercadolibre.com.ar/MLA-1376172807-samsung-galaxy-s20-dual-sim-128-gb-cloud-blue-8-gb-ram-_JM","Samsung","Galaxy S","S20+ Dual SIM","Exynos 990","128 GB","8 GB","new"
"MLA1295263681","Samsung Galaxy Z Flip3 5g 128 Gb Black 8 Gb Ram (clase B)",544500,"https://articulo.mercadolibre.com.ar/MLA-1295263681-samsung-galaxy-z-flip3-5g-128-gb-black-8-gb-ram-clase-b-_JM","Samsung","Galaxy Z","Z Flip3 5G","Snapdragon 888","128 GB","8 GB","new"
"MLA1421745549","Samsung Galaxy Z Flip4 5g 5g 128 Gb  Graphite 8 Gb Ram",850000,"https://articulo.mercadolibre.com.ar/MLA-1421745549-samsung-galaxy-z-flip4-5g-5g-128-gb-graphite-8-gb-ram-_JM","Samsung","Galaxy Z","Z Flip4 5G","Snapdragon 8+ Gen 1","128 GB","8 GB","new"
"MLA1628179194","Samsung Galaxy Note 20 256gb Gris Liberado",638399,"https://articulo.mercadolibre.com.ar/MLA-1628179194-samsung-galaxy-note-20-256gb-gris-liberado-_JM","Samsung","Galaxy Note","Note20","Exynos 990","256 GB","8 GB","new"
"MLA1400960899","Samsung Galaxy S20+ 128gb Cosmic Black 8gb Ram Liberado",602599,"https://articulo.mercadolibre.com.ar/MLA-1400960899-samsung-galaxy-s20-128gb-cosmic-black-8gb-ram-liberado-_JM","Samsung","Galaxy S","S20+","Exynos 990","128 GB","8 GB","new"
"MLA1412103837","Celular Samsung Galaxy S23 Fe 128/8gb Verde Accesorio Regalo",997999,"https://articulo.mercadolibre.com.ar/MLA-1412103837-celular-samsung-galaxy-s23-fe-1288gb-verde-accesorio-regalo-_JM","Samsung","Galaxy S","S23 FE","Snapdragon 8 Gen 2","128 GB","8 GB","new"
"MLA1618209570","Samsung Galaxy S21 Plus 128gb Negro 8 Gb Ram",559999,"https://articulo.mercadolibre.com.ar/MLA-1618209570-samsung-galaxy-s21-plus-128gb-negro-8-gb-ram-_JM","Samsung","Galaxy S","S21+ 5G","None","128 GB","8 GB","new"
"MLA1369844561","Samsung Galaxy A54 5g 128/8gb Negro Accesorio De Regalo",696999,"https://articulo.mercadolibre.com.ar/MLA-1369844561-samsung-galaxy-a54-5g-1288gb-negro-accesorio-de-regalo-_JM","Samsung","Galaxy A","A54 5G","Exynos 1380","128 GB","8 GB","new"
"MLA1397930267","Celular Samsung Galaxy A54 5g 256/8gb Black Knox",939999,"https://articulo.mercadolibre.com.ar/MLA-1397930267-celular-samsung-galaxy-a54-5g-2568gb-black-knox-_JM","Samsung","A54","SM-A546EZKELEA","Octa Core","256 GB","8 GB","new"
"MLA1718212516","Samsung Galaxy S21 Ultra 256 Gb Silver 12 Gb Ram Liberado",1077399,"https://articulo.mercadolibre.com.ar/MLA-1718212516-samsung-galaxy-s21-ultra-256-gb-silver-12-gb-ram-liberado-_JM","Samsung","Galaxy S","S21 Ultra 5G","None","256 GB","12 GB","new"
"MLA1372890513","Celular Samsung Galaxy A54 5g 256/8gb Negro Accesorio Regalo",809999,"https://articulo.mercadolibre.com.ar/MLA-1372890513-celular-samsung-galaxy-a54-5g-2568gb-negro-accesorio-regalo-_JM","Samsung","Galaxy A","A54","None","256 GB","8 GB","new"
"MLA1393699773","Celular Samsung Galaxy S10 Sm-g973f 128gb + 8gb Liberado",330000,"https://articulo.mercadolibre.com.ar/MLA-1393699773-celular-samsung-galaxy-s10-sm-g973f-128gb-8gb-liberado-_JM","Samsung","CEL00","S10","None","128 GB","8 GB","new"
"MLA1397222971","Samsung Galaxy Z Flip3 128gb Blanco 8gb Ram (clase B)",544500,"https://articulo.mercadolibre.com.ar/MLA-1397222971-samsung-galaxy-z-flip3-128gb-blanco-8gb-ram-clase-b-_JM","Samsung","Galaxy Z","Z Flip3 5G","Snapdragon 855","128 GB","8 GB","new"
"MLA1600960808","Samsung Galaxy Z Flip 4 128 Gb Black 8 Gb Ram Liberado",682199,"https://articulo.mercadolibre.com.ar/MLA-1600960808-samsung-galaxy-z-flip-4-128-gb-black-8-gb-ram-liberado-_JM","Samsung","Galaxy Z","Z Flip4 5G","Snapdragon 8+ Gen 1","128 GB","8 GB","new"
"MLA1719218680","Xiaomi Redmi 13c Dual Sim 256 Gb  Midnight Black 8 Gb Ram",239999,"https://articulo.mercadolibre.com.ar/MLA-1719218680-xiaomi-redmi-13c-dual-sim-256-gb-midnight-black-8-gb-ram-_JM","Xiaomi","Redmi","13C","MediaTek Helio G85","256 GB","8 GB","new"
"MLA1419732049","Samsung Galaxy S22 (snapdragon) 5g 128 Gb  Green 8 Gb Ram",1389990,"https://articulo.mercadolibre.com.ar/MLA-1419732049-samsung-galaxy-s22-snapdragon-5g-128-gb-green-8-gb-ram-_JM","Samsung","Galaxy S","S22 (Snapdragon)","Snapdragon 8 Gen 1","128 GB","8 GB","new"
"MLA1422165645","Xiaomi Redmi Note 13 4g Dual Sim 256 Gb  Negro 8 Gb Ram",348999,"https://articulo.mercadolibre.com.ar/MLA-1422165645-xiaomi-redmi-note-13-4g-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Redmi","Note 13 4G","Snapdragon 685","256 GB","8 GB","new"
"MLA1693722522","Xiaomi Redmi Note 13 Pro Dual Sim 256 Gb  Negro 8 Gb Ram",414999,"https://articulo.mercadolibre.com.ar/MLA-1693722522-xiaomi-redmi-note-13-pro-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Redmi","Note 13 Pro","None","256 GB","8 GB","new"
"MLA1554952068","Xiaomi Redmi 12 Dual Sim 256 Gb  Sky Blue 8 Gb Ram",268733,"https://articulo.mercadolibre.com.ar/MLA-1554952068-xiaomi-redmi-12-dual-sim-256-gb-sky-blue-8-gb-ram-_JM","Xiaomi","Redmi","12","MediaTek Helio G88","256 GB","8 GB","new"
"MLA1422419626","Xiaomi Mi 11 Lite 5g Ne Dual Sim 128 Gb  Negro Trufa 8 Gb Ram",504699,"https://articulo.mercadolibre.com.ar/MLA-1422419626-xiaomi-mi-11-lite-5g-ne-dual-sim-128-gb-negro-trufa-8-gb-ram-_JM","Xiaomi","Mi","11 Lite 5G NE","Snapdragon 778G","128 GB","8 GB","new"
"MLA1677540540","Samsung Z Flip 4 Bueno Negro Liberado",588671,"https://articulo.mercadolibre.com.ar/MLA-1677540540-samsung-z-flip-4-bueno-negro-liberado-_JM","Samsung","Galaxy","Z Flip 4","Snapdragon 865+","256 GB","8 GB","new"
"MLA1420794375","Xiaomi Poco C65 Dual Sim 256 Gb  Violeta 8 Gb Ram",327145,"https://articulo.mercadolibre.com.ar/MLA-1420794375-xiaomi-poco-c65-dual-sim-256-gb-violeta-8-gb-ram-_JM","Xiaomi","None","Poco C65","MediaTek Helio G85","256 GB","8 GB","new"
"MLA1422095797","Xiaomi Redmi Note 13 Pro 5g Dual Sim 256 Gb  Negro 8 Gb Ram",539899,"https://articulo.mercadolibre.com.ar/MLA-1422095797-xiaomi-redmi-note-13-pro-5g-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Redmi","Note 13 Pro 5G","Snapdragon 7S Gen 2","256 GB","8 GB","new"
"MLA1699574336","Xiaomi Redmi Note 13 Pro 8gb Ram Forest Green 256gb",475000,"https://articulo.mercadolibre.com.ar/MLA-1699574336-xiaomi-redmi-note-13-pro-8gb-ram-forest-green-256gb-_JM","Xiaomi","Redmi","Note 13 Pro 4G","None","256 GB","8 GB","new"
"MLA1524348808","Xiaomi Redmi Note 12s 4g Dual Sim 256 Gb  Ice Blue 8 Gb Ram",386306,"https://articulo.mercadolibre.com.ar/MLA-1524348808-xiaomi-redmi-note-12s-4g-dual-sim-256-gb-ice-blue-8-gb-ram-_JM","Xiaomi","Redmi","Note 12s 4G","MediaTek Helio G96","256 GB","8 GB","new"
"MLA1413461239","Xiaomi Pocophone Poco X5 5g 256 Gb Negro 8 Gb Ram",1625000,"https://articulo.mercadolibre.com.ar/MLA-1413461239-xiaomi-pocophone-poco-x5-5g-256-gb-negro-8-gb-ram-_JM","Xiaomi","Pocophone","Poco X5 5G","Snapdragon 695 5G","256 GB","8 GB","new"
"MLA1689294386","Xiaomi Pocophone Poco M5s Dual Sim 256 Gb Gris 8 Gb Ram",424136,"https://articulo.mercadolibre.com.ar/MLA-1689294386-xiaomi-pocophone-poco-m5s-dual-sim-256-gb-gris-8-gb-ram-_JM","Xiaomi","Pocophone","Poco M5s","MediaTek Helio G95","256 GB","8 GB","new"
"MLA1421950867","Xiaomi Redmi Note 12 Pro Dual Sim 256 Gb Gris 8 Gb Ram",464441,"https://articulo.mercadolibre.com.ar/MLA-1421950867-xiaomi-redmi-note-12-pro-dual-sim-256-gb-gris-8-gb-ram-_JM","Xiaomi","Redmi","Note 12 Pro","Snapdragon 732G","256 GB","8 GB","new"
"MLA1732633098","Xiaomi Redmi Note 12 Pro+ 5g Dual Sim 256 Gb  Obsidian Black 8 Gb Ram",538352,"https://articulo.mercadolibre.com.ar/MLA-1732633098-xiaomi-redmi-note-12-pro-5g-dual-sim-256-gb-obsidian-black-8-gb-ram-_JM","Xiaomi","Redmi","Note 12 Pro+ 5G","MediaTek Dimensity 1080","256 GB","8 GB","new"
"MLA1734011764","Xiaomi Redmi Note 13 Pro+ 5g Dual Sim 512 Gb  Negro 12 Gb Ram",760000,"https://articulo.mercadolibre.com.ar/MLA-1734011764-xiaomi-redmi-note-13-pro-5g-dual-sim-512-gb-negro-12-gb-ram-_JM","Xiaomi","Redmi","Note 13 Pro+ 5G","MediaTek Dimensión 7200-Ultra","512 GB","12 GB","new"
"MLA1413501843","Xiaomi Redmi Note 12s Dual Sim 256 Gb Onyx Black 8 Gb Ram",1805000,"https://articulo.mercadolibre.com.ar/MLA-1413501843-xiaomi-redmi-note-12s-dual-sim-256-gb-onyx-black-8-gb-ram-_JM","Xiaomi","Mi","12S","MediaTek Helio G96","256 GB","8 GB","new"
"MLA1737756636","Xiaomi Pocophone Poco X6 5g Dual Sim 256 Gb  Azul 12 Gb Ram",547430,"https://articulo.mercadolibre.com.ar/MLA-1737756636-xiaomi-pocophone-poco-x6-5g-dual-sim-256-gb-azul-12-gb-ram-_JM","Xiaomi","Pocophone","Poco X6 5G","Snapdragon 7S Gen 2","256 GB","12 GB","new"
"MLA1421231619","Xiaomi Pocophone Poco X6 5g Dual Sim 512 Gb  Azul 12 Gb Ram",679047,"https://articulo.mercadolibre.com.ar/MLA-1421231619-xiaomi-pocophone-poco-x6-5g-dual-sim-512-gb-azul-12-gb-ram-_JM","Xiaomi","Pocophone","Poco X6 5G","Snapdragon 7S Gen 2","512 GB","12 GB","new"
"MLA1378109843","Xiaomi Mi 11t Pro Dual Sim 256 Gb  Gris Meteorito 8 Gb Ram",989349,"https://articulo.mercadolibre.com.ar/MLA-1378109843-xiaomi-mi-11t-pro-dual-sim-256-gb-gris-meteorito-8-gb-ram-_JM","Xiaomi","Mi","11T Pro","Snapdragon 888","256 GB","8 GB","new"
"MLA1413629411","Xiaomi Pocophone Poco X6 Pro 5g Dual Sim 512 Gb  Negro 12 Gb Ram",658000,"https://articulo.mercadolibre.com.ar/MLA-1413629411-xiaomi-pocophone-poco-x6-pro-5g-dual-sim-512-gb-negro-12-gb-ram-_JM","Xiaomi","Pocophone","Poco X6 Pro 5G","Mediatek Dimensity 8300-Ultra","512 GB","12 GB","new"
"MLA1403516759","Xiaomi Redmi Note 12 Pro 4g Dual Sim 256 Gb  Azul 8 Gb Ram",432999,"https://articulo.mercadolibre.com.ar/MLA-1403516759-xiaomi-redmi-note-12-pro-4g-dual-sim-256-gb-azul-8-gb-ram-_JM","Xiaomi","Redmi","Note 12 Pro 4G","Snapdragon 732G","256 GB","8 GB","new"
"MLA1579044518","Xiaomi Pocophone Poco F5 Dual Sim 256 Gb  Negro 8 Gb Ram",766931,"https://articulo.mercadolibre.com.ar/MLA-1579044518-xiaomi-pocophone-poco-f5-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Pocophone","Poco F5","Snapdragon 7+ Gen 2","256 GB","8 GB","new"
"MLA1601701876","Xiaomi 13 Lite Dual Sim 256 Gb  Rosa Lite 8 Gb Ram",783669,"https://articulo.mercadolibre.com.ar/MLA-1601701876-xiaomi-13-lite-dual-sim-256-gb-rosa-lite-8-gb-ram-_JM","Xiaomi","None","13 Lite Dual SIM","Snapdragon 7 Gen 1","256 GB","8 GB","new"
"MLA1421560949","Xiaomi Redmi Note 12 Pro 5g Dual Sim 256 Gb  Negro 8 Gb Ram",515000,"https://articulo.mercadolibre.com.ar/MLA-1421560949-xiaomi-redmi-note-12-pro-5g-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Redmi","Note 12 Pro 5G","MediaTek Dimensity 1080","256 GB","8 GB","new"
"MLA1741779154","Xiaomi Pocophone Poco M6 Pro Dual Sim 256 Gb  Azul 8 Gb Ram",395000,"https://articulo.mercadolibre.com.ar/MLA-1741779154-xiaomi-pocophone-poco-m6-pro-dual-sim-256-gb-azul-8-gb-ram-_JM","Xiaomi","Pocophone","Poco M6 Pro","MediaTek Helio G99-Ultra","256 GB","8 GB","new"
"MLA1416680859","Xiaomi Redmi Note 13 Pro 5g Dual Sim 512 Gb  Negro 12 Gb Ram",724999,"https://articulo.mercadolibre.com.ar/MLA-1416680859-xiaomi-redmi-note-13-pro-5g-dual-sim-512-gb-negro-12-gb-ram-_JM","Xiaomi","Redmi","Note 13 Pro 5G","Snapdragon 7S Gen 2","512 GB","12 GB","new"
"MLA1465346860","Xiaomi Pocophone Poco F4 Gt Dual Sim 256 Gb  Stealth Black 12 Gb Ram",1287609,"https://articulo.mercadolibre.com.ar/MLA-1465346860-xiaomi-pocophone-poco-f4-gt-dual-sim-256-gb-stealth-black-12-gb-ram-_JM","Xiaomi","Pocophone","Poco F4 GT","Snapdragon 8 Gen 1","256 GB","12 GB","new"
"MLA1395224377","Xiaomi Redmi Note 11 Pro+ 5g (mediatek) Dual Sim 256 Gb  Negro 8 Gb Ram",653711,"https://articulo.mercadolibre.com.ar/MLA-1395224377-xiaomi-redmi-note-11-pro-5g-mediatek-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","Redmi","Note 11 Pro+ 5G (MediaTek)","MediaTek Dimensity 920 5G","256 GB","8 GB","new"
"MLA1737796060","Xiaomi 13t Pro Dual Sim 512 Gb  Negro 12 Gb Ram",1318300,"https://articulo.mercadolibre.com.ar/MLA-1737796060-xiaomi-13t-pro-dual-sim-512-gb-negro-12-gb-ram-_JM","Xiaomi","None","13T Pro","MediaTek Dimensity 9200+","512 GB","12 GB","new"
"MLA1421747793","Xiaomi 13t (leica) Dual Sim 256 Gb  Negro 8 Gb Ram",899000,"https://articulo.mercadolibre.com.ar/MLA-1421747793-xiaomi-13t-leica-dual-sim-256-gb-negro-8-gb-ram-_JM","Xiaomi","None","13T (Leica)","MediaTek Dimensity 8200","256 GB","8 GB","new"
"MLA1741779902","Xiaomi Redmi Note 13 5g Dual Sim 256 Gb  Azul Marino 8 Gb Ram",449000,"https://articulo.mercadolibre.com.ar/MLA-1741779902-xiaomi-redmi-note-13-5g-dual-sim-256-gb-azul-marino-8-gb-ram-_JM","Xiaomi","Redmi","Note 13 5G","Mediatek Dimensity 6080","256 GB","8 GB","new"
"MLA1396804647","Xiaomi Poco F5 Pro Dual Sim 512 Gb  Black 12 Gb Ram",1110816,"https://articulo.mercadolibre.com.ar/MLA-1396804647-xiaomi-poco-f5-pro-dual-sim-512-gb-black-12-gb-ram-_JM","Xiaomi","None","Poco F5 Pro","Snapdragon 8+ Gen 1","512 GB","12 GB","new"
"MLA1404290707","Xiaomi Redmi Note 13 Pro+ Dual Sim 512 Gb Negro 12 Gb Ram",761511,"https://articulo.mercadolibre.com.ar/MLA-1404290707-xiaomi-redmi-note-13-pro-dual-sim-512-gb-negro-12-gb-ram-_JM","Xiaomi","Redmi note","Redmi Note 13 Pro+","MediaTek Dimensity 7200-Ultra","512 GB","12 GB","new"
"MLA1396724707","Xiaomi Poco F5 Pro Dual Sim 256 Gb  Black 12 Gb Ram",1063776,"https://articulo.mercadolibre.com.ar/MLA-1396724707-xiaomi-poco-f5-pro-dual-sim-256-gb-black-12-gb-ram-_JM","Xiaomi","None","Poco F5 Pro","Snapdragon 8+ Gen 1","256 GB","12 GB","new"
"MLA1641842504","Xiaomi Redmi Note 12 4g Dual Sim 256 Gb  Gris Ónix 8 Gb Ram",538000,"https://articulo.mercadolibre.com.ar/MLA-1641842504-xiaomi-redmi-note-12-4g-dual-sim-256-gb-gris-onix-8-gb-ram-_JM","Xiaomi","Redmi","Note 12 4G","Snapdragon 685","256 GB","8 GB","new"
